"","Point est.","Upper C.I."
"beta[1,1]",1.00042439149867,1.00067900621712
"beta[2,1]",1.00003026959379,1.00007633707711
"beta[3,1]",1.00128333873629,1.00381520892495
"beta[4,1]",1.0018492858366,1.00544900548036
"beta[1,2]",1.00056866013905,1.00164046598204
"beta[2,2]",1.00037657518435,1.00134673801304
"beta[3,2]",1.00039659940285,1.00130691898424
"beta[4,2]",1.00117922843019,1.00380700948471
"beta[1,3]",1.00007781157534,1.00018739880138
"beta[2,3]",1.00034755073553,1.00122279743723
"beta[3,3]",1.00160399329808,1.00453595202973
"beta[4,3]",1.00180744391036,1.00543212417984
"beta[1,4]",1.00020445473677,1.00046427014459
"beta[2,4]",1.00024067455057,1.00051535127975
"beta[3,4]",1.00239375324098,1.00775232210527
"beta[4,4]",1.00166939757217,1.00490155147373
"beta[1,5]",1.00111211095798,1.00375887884353
"beta[2,5]",1.0009467095628,1.00131938738472
"beta[3,5]",1.00178343818971,1.00614220249186
"beta[4,5]",1.0006857063798,1.0011424225784
"beta[1,6]",1.00192399562633,1.0062493354964
"beta[2,6]",1.00077865746328,1.00248263951068
"beta[3,6]",1.00234232498454,1.00662684368773
"beta[4,6]",1.00018345835519,1.00052823489369
"beta[1,7]",1.00054246507218,1.00160559391701
"beta[2,7]",1.00108797100518,1.00380440757497
"beta[3,7]",1.00160382785069,1.005036904041
"beta[4,7]",1.00103351786864,1.00293488711936
"beta[1,8]",1.00014524372164,1.00035933121247
"beta[2,8]",1.00036253085104,1.00129547325116
"beta[3,8]",1.00198541361296,1.005327894001
"beta[4,8]",1.00094217123137,1.00293791932828
"beta[1,9]",1.0003340053821,1.00090675621512
"beta[2,9]",1.00037221449247,1.00126640861897
"beta[3,9]",1.00178724842591,1.0057138774016
"beta[4,9]",1.00065198365216,1.00182565342809
"beta[1,10]",1.00071476360026,1.00260487731057
"beta[2,10]",1.00048347966104,1.00180149738245
"beta[3,10]",1.00146465123007,1.00458820759488
"beta[4,10]",1.00082435475093,1.00129167293219
"beta[1,11]",1.0003280499038,1.00064342516163
"beta[2,11]",1.00026637909984,1.00070839346023
"beta[3,11]",1.001092650546,1.0036384989087
"beta[4,11]",1.00140250711135,1.00514694003825
"beta[1,12]",1.00033997479806,1.00092392348729
"beta[2,12]",1.00017517540377,1.00037612739974
"beta[3,12]",1.00212560059191,1.00757966816161
"beta[4,12]",1.00048738343301,1.00128615935412
"beta[1,13]",1.00069541549176,1.00232301190309
"beta[2,13]",1.00011027619294,1.00011751738079
"beta[3,13]",1.00093252380383,1.0033447226551
"beta[4,13]",1.00200871327512,1.00725792852134
"betaSpp[1]",1.00062451634817,1.00157060310154
"betaSpp[2]",1.00077600823852,1.00185957777846
"betaSpp[3]",1.00255791087914,1.00769992529203
"betaSpp[4]",1.00148874560822,1.00479127656025
"intG[1,1]",1.00018253794223,1.00019532975338
"intG[2,1]",1.00018166243159,1.00043392988359
"intG[3,1]",1.00078925008808,1.00098625105968
"intG[4,1]",1.00080927972512,1.00164737282893
"intG[1,2]",1.00030291609413,1.00041067940373
"intG[2,2]",1.00018362533036,1.0006246538886
"intG[3,2]",1.00059722054037,1.00092530746591
"intG[4,2]",1.00011908925746,1.00024927302803
"intG[1,3]",1.00044994190563,1.00067752755337
"intG[2,3]",1.00018707477869,1.00048746273565
"intG[3,3]",1.00085095004858,1.00113621906764
"intG[4,3]",1.00072680113253,1.00141924714867
"intG[1,4]",1.00033223854273,1.00055028905885
"intG[2,4]",1.00013018882616,1.0003688772463
"intG[3,4]",1.00090797664686,1.00170282845696
"intG[4,4]",1.00018511889479,1.00042692827818
"intG[1,5]",1.00024300287812,1.00032552393755
"intG[2,5]",1.0001205388103,1.00039554607261
"intG[3,5]",1.00061188496352,1.00068387387437
"intG[4,5]",1.00067469484527,1.00156002554252
"intG[1,6]",1.00040350128865,1.0005318924655
"intG[2,6]",1.00010940615284,1.00041314664038
"intG[3,6]",1.00060571271199,1.00068464786641
"intG[4,6]",1.00051146257327,1.00088898632242
"intYr[1,1]",1.00082469689341,1.00285722864332
"intYr[2,1]",1.00046296749648,1.00069714288098
"intYr[3,1]",1.00173470229736,1.00426321379981
"intYr[4,1]",1.00129373757707,1.00265835744071
"intYr[1,2]",1.00005985970309,1.00007882254137
"intYr[2,2]",1.00026032251628,1.00055778218038
"intYr[3,2]",1.00188776693254,1.00351179138245
"intYr[4,2]",1.00076665544497,1.00150768487325
"intYr[1,3]",1.00175669130194,1.00462245871221
"intYr[2,3]",1.0006218019427,1.00229200313914
"intYr[3,3]",1.00161980926515,1.00366233985352
