"quad","year","trackID","area","x","y","allEdge","totCover","age"
"Q10",52,1,0,33.4439886564559,50.7337777350585,0,0,1
"Q10",52,2,0,27.7867128699373,30.4133308411335,0,0,1
"Q13",42,1,0,32.6491956869657,21.4797589578134,0,0,1
"Q14",33,1,0,24.1802019290785,95.652274651892,0,0,1
"Q14",33,2,0,78.5722699484849,39.3415363181986,0,0,1
"Q14",35,3,0,58.9211558676834,17.7478355168378,0,0,1
"Q18",35,1,0,73.5618941625687,93.6649621500412,0,0,1
"Q18",35,2,0,83.163436359011,85.2566387047102,0,0,1
"Q19",40,1,0,39.9241800687412,28.0418699014249,0,0,1
"Q22",40,1,0,94.7667621510672,72.3768738489651,0,0,1
"Q24",33,1,0,30.9436269353774,20.715778488352,0,0,1
"Q25",32,1,0,2.6644222215403,86.8817238624739,1,0,1
"Q25",32,2,0,7.6160019136518,97.7781418413719,0,0,1
"Q25",32,3,0,10.4004472287451,90.9252504287395,0,0,1
"Q25",32,4,0,26.3972191186432,92.0676340235535,0,0,1
"Q25",32,5,0,13.0564651999687,41.5247847577318,0,0,1
"Q25",32,6,0,32.6497972494663,40.2979456940893,0,0,1
"Q25",32,7,0,46.2248066371092,44.1188964788977,0,0,1
"Q25",32,8,0,67.1076019690577,42.691084758818,0,0,1
"Q25",32,9,0,78.260934010695,43.862505853659,0,0,1
"Q25",32,10,0,85.5842683925155,44.9527152296743,0,0,1
"Q25",32,11,0,9.5924511342425,71.8709949422439,0,0,1
"Q25",32,12,0,21.2874331763843,52.0654074237986,0,0,1
"Q25",32,13,0,33.3161785000869,73.2414371310203,0,0,1
"Q25",32,14,0,30.665205841368,65.5924683738966,0,0,1
"Q25",32,15,0,32.1810058427798,62.9677347777021,0,0,1
"Q25",32,16,0,36.9755785034951,70.5316621284966,0,0,1
"Q25",32,17,0,44.704270698193,68.2673769701379,0,0,1
"Q25",32,18,0,32.4693800617983,54.1900871132774,0,0,1
"Q25",32,19,0,37.2463355349972,47.4894441382868,0,0,1
"Q25",32,20,0,47.6519816384383,49.1337019523182,0,0,1
"Q25",32,21,0,56.0911285212979,49.52221210893,0,0,1
"Q25",32,22,0,40.9850816322291,87.3868926129442,0,0,1
"Q25",32,23,0,55.4184753956714,90.057070740431,0,0,1
"Q25",32,24,0,77.0685660408346,63.1387918091115,0,0,1
"Q25",32,25,0,93.6641785562904,95.3696543391287,0,0,1
"Q25",32,26,0,91.7184605857284,94.3149215256464,0,0,1
"Q25",32,27,0,91.9349613671799,82.6238730772583,0,0,1
"Q25",32,28,0,96.9144824655674,75.1185082265184,1,0,1
"Q25",32,29,0,93.7391355876103,73.5308347875399,0,0,1
