"","quad","year","trackID","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","Group"
"1","Q12",49,2,0,1,0.402178699127647,0,0,"P1 Q2","yes","P1"
"2","Q12",49,1,0,1,0.341186370945842,0,0,"P1 Q2","yes","P1"
"3","Q15",56,2,1,1,0.18585716783498,0,0,"P2 Q1","yes","P2"
"4","Q15",56,1,1,1,0.442002089634126,0,0,"P2 Q1","yes","P2"
"5","Q19",39,1,0,1,0.161175730153196,0,0,"P7 E1 Q1","no","P7E1"
"6","Q19",54,2,0,1,0.040892886291172,1,0,"P7 E1 Q1","no","P7E1"
"7","Q19",54,3,0,1,0.216823113017521,0,0,"P7 E1 Q1","no","P7E1"
"8","Q2",34,2,1,1,0.092151792588912,0,0,"E1 Q2","no","E1"
"9","Q2",34,3,0,1,0.0250197612763911,1,0,"E1 Q2","no","E1"
"10","Q2",34,4,0,1,0.150812714518543,0,0,"E1 Q2","no","E1"
"11","Q2",34,1,1,1,0.262360581809932,0,0,"E1 Q2","no","E1"
"12","Q2",35,2,0,2,0.114921784797619,0,0,"E1 Q2","no","E1"
"13","Q2",35,1,1,2,0.276656493907094,0,0,"E1 Q2","no","E1"
"14","Q2",36,1,1,3,0.269988550215015,0,0,"E1 Q2","no","E1"
"15","Q2",37,7,1,1,0.132047058251067,0,1,"E1 Q2","no","E1"
"16","Q2",37,6,1,1,0.226653652089177,0,0,"E1 Q2","no","E1"
"17","Q2",37,5,0,1,0.242439277103878,0,0,"E1 Q2","no","E1"
"18","Q2",38,1,1,5,0.282511959087567,0,0,"E1 Q2","no","E1"
"19","Q2",38,6,1,2,0.221603886459474,0,0,"E1 Q2","no","E1"
"20","Q2",38,9,1,1,0.38854573036495,0,0,"E1 Q2","no","E1"
"21","Q2",38,7,0,2,0.126526526995925,0,0,"E1 Q2","no","E1"
"22","Q2",38,10,0,1,0.296330238091568,0,0,"E1 Q2","no","E1"
"23","Q2",38,8,1,1,0.352485441268866,0,0,"E1 Q2","no","E1"
"24","Q2",38,11,1,1,0.272799386507153,0,0,"E1 Q2","no","E1"
"25","Q2",39,11,0,2,0.268561409940706,0,0,"E1 Q2","no","E1"
"26","Q2",39,15,1,1,0.356793183460378,0,0,"E1 Q2","no","E1"
"27","Q2",39,14,1,1,0.349251706890855,0,0,"E1 Q2","no","E1"
"28","Q2",39,1,1,6,0.277988261511985,0,0,"E1 Q2","no","E1"
"29","Q2",39,6,1,3,0.223940972399149,0,0,"E1 Q2","no","E1"
"30","Q2",39,9,1,2,0.393938558494972,0,0,"E1 Q2","no","E1"
"31","Q2",39,8,1,2,0.358678558462134,0,0,"E1 Q2","no","E1"
"32","Q2",39,16,0,1,0.249327058360293,0,0,"E1 Q2","no","E1"
"33","Q2",39,13,0,1,0.285463331831447,0,0,"E1 Q2","no","E1"
"34","Q2",39,12,0,1,0.272894191194742,0,0,"E1 Q2","no","E1"
"35","Q2",40,6,1,4,0.231698710059284,0,0,"E1 Q2","no","E1"
"36","Q2",40,8,0,3,0.356181074084808,0,0,"E1 Q2","no","E1"
"37","Q2",40,9,1,3,0.396981402247806,0,0,"E1 Q2","no","E1"
"38","Q2",40,14,1,2,0.348543527202696,0,0,"E1 Q2","no","E1"
"39","Q2",40,17,0,1,0.400096980375708,0,0,"E1 Q2","no","E1"
"40","Q2",40,15,1,2,0.363818620966922,0,0,"E1 Q2","no","E1"
"41","Q2",40,1,1,7,0.288782800584539,0,0,"E1 Q2","no","E1"
