"","Point est.","Upper C.I."
"beta[1,1]",1.00182776120376,1.00544130680243
"beta[2,1]",1.00010257096443,1.00034428177891
"beta[3,1]",1.00129322113015,1.00479657057772
"beta[4,1]",1.0001573836911,1.00035461052123
"beta[1,2]",1.00364156486614,1.01274224829343
"beta[2,2]",1.00026587768319,1.00091613299111
"beta[3,2]",1.00042413525616,1.00167005875357
"beta[4,2]",1.00022277532553,1.00081372213902
"beta[1,3]",1.00098712895431,1.00342060421132
"beta[2,3]",1.00007387237517,1.00025806456236
"beta[3,3]",1.00016941155005,1.00068498290857
"beta[4,3]",0.999962157035738,0.999993146182232
"beta[1,4]",1.00060438593914,1.00223126737457
"beta[2,4]",1.00069195318213,1.0024401605921
"beta[3,4]",1.00075924831253,1.00292531200189
"beta[4,4]",1.00032155395388,1.00072202845829
"beta[1,5]",1.000567971512,1.00092345592391
"beta[2,5]",0.999965395247144,0.999995174410203
"beta[3,5]",1.00039391734198,1.0005146355239
"beta[4,5]",1.00013346232334,1.00023695583172
"beta[1,6]",1.00079306362607,1.00275086416289
"beta[2,6]",1.00028443325366,1.00079069713244
"beta[3,6]",1.00119955881329,1.00442710547318
"beta[4,6]",1.00011376371278,1.00030474440767
"beta[1,7]",1.00029039063682,1.00075480035804
"beta[2,7]",1.00065561309424,1.00232839311435
"beta[3,7]",1.00078638107102,1.00113395488286
"beta[4,7]",0.999980126889243,1.00001953965828
"beta[1,8]",1.00013642480543,1.00049409524232
"beta[2,8]",1.00067265104858,1.00122344569156
"beta[3,8]",1.00104635356212,1.00199163213831
"beta[4,8]",1.00004463013143,1.00011522715997
"beta[1,9]",1.00008862630527,1.00015036378937
"beta[2,9]",1.00014633383662,1.00042033080048
"beta[3,9]",1.00076806128274,1.001990211672
"beta[4,9]",1.00018739653263,1.00063377524113
"beta[1,10]",1.00083771615353,1.00321503035594
"beta[2,10]",1.00003339176372,1.00025714030205
"beta[3,10]",1.000716776415,1.00083524717718
"beta[4,10]",1.00004966326967,1.00006055417983
"beta[1,11]",1.00187566815094,1.00645966877883
"beta[2,11]",1.00047704653229,1.00186228876735
"beta[3,11]",1.0007606286802,1.00088614280083
"beta[4,11]",1.0000206919072,1.00007836980322
"beta[1,12]",1.00148934775135,1.00502026578544
"beta[2,12]",1.0001083362639,1.00037601576778
"beta[3,12]",1.00247202500228,1.00841565198154
"beta[4,12]",1.00034040130608,1.00128389944892
"beta[1,13]",1.00111502674189,1.00417491803931
"beta[2,13]",1.00011371875723,1.00055261374247
"beta[3,13]",1.0015577075382,1.00450892599555
"beta[4,13]",1.00035307639239,1.00115544834461
"intG[1,1]",1.01588320953999,1.03947608318721
"intG[2,1]",1.00206560844078,1.00661574273613
"intG[3,1]",1.00893234940208,1.02232773374933
"intG[4,1]",1.00543831197362,1.0179737534586
"intG[1,2]",1.01186492822542,1.02968251753359
"intG[2,2]",1.00221319081498,1.00560665498377
"intG[3,2]",1.00793711464998,1.02027517514754
"intG[4,2]",1.00328104819289,1.01180767622034
"intG[1,3]",1.01549932437906,1.03780515108131
"intG[2,3]",1.00282231183288,1.0089840966148
"intG[3,3]",1.00879603071938,1.02127171441755
"intG[4,3]",1.00604725946431,1.01965627959755
"intG[1,4]",1.01365147321155,1.03290429095122
"intG[2,4]",1.001319936094,1.00328996088082
"intG[3,4]",1.00555894907941,1.01501764171769
"intG[4,4]",1.00381129975264,1.01281185604792
"intG[1,5]",1.01377794562454,1.03527985326349
"intG[2,5]",1.00293862867398,1.00867004751828
"intG[3,5]",1.00849014732875,1.02074946155206
"intG[4,5]",1.00498108973501,1.01554687087028
"intG[1,6]",1.01358491550177,1.03551845505006
"intG[2,6]",1.00282159851443,1.00836857365779
"intG[3,6]",1.00832851497432,1.02077947795067
"intG[4,6]",1.00634826292566,1.02029910955235
"intYr[1,1]",1.06571621843886,1.17153603360745
"intYr[2,1]",1.00377841784608,1.00875223909654
"intYr[3,1]",1.01273891212005,1.02158568789588
"intYr[4,1]",1.00127083841768,1.00434384146949
"intYr[1,2]",1.02134980991084,1.05822316155822
"intYr[2,2]",1.00499246863997,1.01304926635074
"intYr[3,2]",1.00706424840056,1.01185566911184
"intYr[4,2]",1.00511011319803,1.01717686338154
"intYr[1,3]",1.04687326675767,1.14374403906839
"intYr[2,3]",1.0013076670927,1.00261539952424
"intYr[3,3]",1.01126352409994,1.0330612710969
"intYr[4,3]",1.00162197116946,1.00455595082773
"intYr[1,4]",1.00857791095363,1.02537429277008
"intYr[2,4]",1.00892379919729,1.02576223966915
"intYr[3,4]",1.01132614400015,1.03577142796241
"intYr[4,4]",1.01037145338944,1.02828530445543
"intYr[1,5]",1.06177038819467,1.17457887400055
"intYr[2,5]",1.00530478755439,1.01909795983138
"intYr[3,5]",1.00829089253608,1.02664917215054
"intYr[4,5]",1.00383218138785,1.01163637223282
"intYr[1,6]",1.01810580359594,1.05905679742394
"intYr[2,6]",1.00007550198219,1.00013100708868
"intYr[3,6]",1.00345337851667,1.00775129500443
"intYr[4,6]",1.00344682532648,1.00904612553577
"intYr[1,7]",1.00377906240187,1.01060334823717
"intYr[2,7]",1.00129936531521,1.00451096229406
"intYr[3,7]",1.00093569087619,1.00201688106245
"intYr[4,7]",1.00356103007426,1.00978762313546
"intYr[1,8]",1.00347972149296,1.00745427298055
"intYr[2,8]",1.00179390282373,1.00579165861244
"intYr[3,8]",1.00189433060592,1.00467940300593
"intYr[4,8]",1.00331957943802,1.01024335672144
"intYr[1,9]",1.00315439659842,1.00983689085654
"intYr[2,9]",1.00201625010885,1.00719364954344
"intYr[3,9]",1.0040676588983,1.0069186714111
"intYr[4,9]",1.00333357623857,1.00837333038148
"intYr[1,10]",1.00312645803671,1.00754766307044
"intYr[2,10]",1.0059986383106,1.02187688461272
"intYr[3,10]",1.01274182770558,1.0132954653512
"intYr[4,10]",1.00201909695567,1.0034950644072
"intYr[1,11]",1.01846800823777,1.05470075608763
"intYr[2,11]",1.00794846666833,1.02535507749448
"intYr[3,11]",1.00277711456165,1.00511095819597
"intYr[4,11]",1.00335372598853,1.01127755815854
"intYr[1,12]",1.02133374814529,1.04772224017488
"intYr[2,12]",1.01020299866312,1.03620184631588
"intYr[3,12]",1.0224099814341,1.03650903637708
"intYr[4,12]",1.00162615046816,1.00324411168742
"intYr[1,13]",1.01789893070593,1.0589764017224
"intYr[2,13]",1.01584264559631,1.05405960524453
"intYr[3,13]",1.01621664443714,1.05206094603725
"intYr[4,13]",1.00506847282085,1.01674994044729
"nb[1]",1.00036728392879,1.00090403025707
"nb[2]",1.00092195558402,1.00318728353178
"nb[3]",1.00021708043998,1.00093421281427
"nb[4]",1.00003392560059,1.00021294411321
"rain1[1]",1.02939147878931,1.06380309918314
"rain1[2]",1.02692829204556,1.05000446571154
"rain1[3]",1.02827445668113,1.07356134433874
"rain1[4]",1.00104534705886,1.00154286994309
"rain2[1]",1.01973203550932,1.0506503393845
"rain2[2]",1.00547277943821,1.01857955419222
"rain2[3]",1.02526040555969,1.0499135816666
"rain2[4]",1.00433432952465,1.01533880369019
"temp1[1]",1.05565642065205,1.15187542058286
"temp1[2]",1.01035800391242,1.02058973522026
"temp1[3]",1.01239054119774,1.021078350815
"temp1[4]",1.00458470629008,1.01154026431527
"temp2[1]",1.00972572637282,1.02371903366749
"temp2[2]",1.00506040550846,1.01211247379473
"temp2[3]",1.0146053180078,1.03777580163613
"temp2[4]",1.00660783103773,1.01425153029686
