"time","cover","species","climsim","vital"
500,0.00280642437878918,4,"ppttemp","survival"
501,0.00554087049672802,4,"ppttemp","survival"
502,0.005784062090807,4,"ppttemp","survival"
503,0.00372334102336844,4,"ppttemp","survival"
504,0.00269633694297647,4,"ppttemp","survival"
505,0.00355356654561247,4,"ppttemp","survival"
506,0.00471190969944157,4,"ppttemp","survival"
507,0.00444827528303677,4,"ppttemp","survival"
508,0.00783785465770907,4,"ppttemp","survival"
509,0.0049438265063741,4,"ppttemp","survival"
510,0.00622186819049216,4,"ppttemp","survival"
511,0.0101867020646676,4,"ppttemp","survival"
512,0.013687201581087,4,"ppttemp","survival"
513,0.00654114668650991,4,"ppttemp","survival"
514,0.00426825255743342,4,"ppttemp","survival"
515,0.00324350575300439,4,"ppttemp","survival"
516,0.00381537366764952,4,"ppttemp","survival"
517,0.00307996443755811,4,"ppttemp","survival"
518,0.00319856775819253,4,"ppttemp","survival"
519,0.00265704768049944,4,"ppttemp","survival"
520,0.00566414068698211,4,"ppttemp","survival"
521,0.00868074723198549,4,"ppttemp","survival"
522,0.00634449322086722,4,"ppttemp","survival"
523,0.00554226871587894,4,"ppttemp","survival"
524,0.00527238453922684,4,"ppttemp","survival"
525,0.00655043226058433,4,"ppttemp","survival"
526,0.00749417302978858,4,"ppttemp","survival"
527,0.00718458187551443,4,"ppttemp","survival"
528,0.0115600976685014,4,"ppttemp","survival"
529,0.0153205476202315,4,"ppttemp","survival"
530,0.01011388686255,4,"ppttemp","survival"
531,0.010256738219611,4,"ppttemp","survival"
532,0.0149336236137125,4,"ppttemp","survival"
533,0.00825207304299406,4,"ppttemp","survival"
534,0.00552705233468218,4,"ppttemp","survival"
535,0.00641830130678107,4,"ppttemp","survival"
536,0.0112700810813452,4,"ppttemp","survival"
537,0.0154114632505443,4,"ppttemp","survival"
538,0.00726459421208575,4,"ppttemp","survival"
539,0.0124037702736842,4,"ppttemp","survival"
540,0.00934610655671854,4,"ppttemp","survival"
541,0.00988226043906127,4,"ppttemp","survival"
542,0.00559424967670557,4,"ppttemp","survival"
543,0.00562295700130344,4,"ppttemp","survival"
544,0.00445261476616059,4,"ppttemp","survival"
545,0.00531250528980335,4,"ppttemp","survival"
546,0.00517391724234685,4,"ppttemp","survival"
547,0.00403920682725884,4,"ppttemp","survival"
548,0.00798920851966005,4,"ppttemp","survival"
549,0.00494378858286748,4,"ppttemp","survival"
550,0.00633133494788624,4,"ppttemp","survival"
551,0.00644966829900918,4,"ppttemp","survival"
552,0.0059240451356764,4,"ppttemp","survival"
553,0.00556998930881106,4,"ppttemp","survival"
554,0.00529334612205543,4,"ppttemp","survival"
555,0.00510824953691223,4,"ppttemp","survival"
556,0.00644628041955398,4,"ppttemp","survival"
557,0.00728420329323748,4,"ppttemp","survival"
558,0.0112785568911846,4,"ppttemp","survival"
559,0.0066153316086558,4,"ppttemp","survival"
560,0.00680259980578055,4,"ppttemp","survival"
561,0.00696862585719039,4,"ppttemp","survival"
562,0.00504215991170292,4,"ppttemp","survival"
563,0.00385436627086737,4,"ppttemp","survival"
564,0.00787812465344292,4,"ppttemp","survival"
565,0.00647582629101139,4,"ppttemp","survival"
566,0.00655689859462644,4,"ppttemp","survival"
567,0.00760247556971968,4,"ppttemp","survival"
568,0.0119292489397654,4,"ppttemp","survival"
569,0.00865270098008673,4,"ppttemp","survival"
570,0.0132827598508428,4,"ppttemp","survival"
571,0.00719611484231905,4,"ppttemp","survival"
572,0.0050052231568413,4,"ppttemp","survival"
573,0.00416948281240421,4,"ppttemp","survival"
574,0.00413527906783249,4,"ppttemp","survival"
575,0.00566561517242886,4,"ppttemp","survival"
576,0.00593764514723353,4,"ppttemp","survival"
577,0.00414503772542747,4,"ppttemp","survival"
578,0.00564787745405243,4,"ppttemp","survival"
579,0.00526785554848882,4,"ppttemp","survival"
580,0.00925635920454193,4,"ppttemp","survival"
581,0.0050250326970937,4,"ppttemp","survival"
582,0.00931741897436706,4,"ppttemp","survival"
583,0.00733184253936215,4,"ppttemp","survival"
584,0.00643596403356089,4,"ppttemp","survival"
585,0.00476891125252511,4,"ppttemp","survival"
586,0.0034492203269389,4,"ppttemp","survival"
587,0.00363259078769573,4,"ppttemp","survival"
588,0.00300936661077587,4,"ppttemp","survival"
589,0.00638835331338337,4,"ppttemp","survival"
590,0.00546735257428348,4,"ppttemp","survival"
591,0.00563807891362544,4,"ppttemp","survival"
592,0.00514339015904518,4,"ppttemp","survival"
593,0.00502283036056509,4,"ppttemp","survival"
594,0.00341860233702928,4,"ppttemp","survival"
595,0.00267018516714066,4,"ppttemp","survival"
596,0.00323950149879506,4,"ppttemp","survival"
597,0.00244580705785988,4,"ppttemp","survival"
598,0.00201419689739578,4,"ppttemp","survival"
599,0.00172791991756951,4,"ppttemp","survival"
600,0.00214781508636284,4,"ppttemp","survival"
601,0.00169798675656746,4,"ppttemp","survival"
602,0.00233452350825827,4,"ppttemp","survival"
603,0.00319218868314398,4,"ppttemp","survival"
604,0.00248476021693507,4,"ppttemp","survival"
605,0.00188416580229599,4,"ppttemp","survival"
606,0.00290865790613723,4,"ppttemp","survival"
607,0.00224807362354302,4,"ppttemp","survival"
608,0.00286492981590575,4,"ppttemp","survival"
609,0.00378489361447772,4,"ppttemp","survival"
610,0.00273034986410481,4,"ppttemp","survival"
611,0.00209354653634055,4,"ppttemp","survival"
612,0.00200249626711944,4,"ppttemp","survival"
613,0.00216333492348816,4,"ppttemp","survival"
614,0.00242376541574718,4,"ppttemp","survival"
615,0.004766369910658,4,"ppttemp","survival"
616,0.00307692613676632,4,"ppttemp","survival"
617,0.00257523253775637,4,"ppttemp","survival"
618,0.00287236233674959,4,"ppttemp","survival"
619,0.00394444810733073,4,"ppttemp","survival"
620,0.00681666053757701,4,"ppttemp","survival"
621,0.00434767212800728,4,"ppttemp","survival"
622,0.00338758509947102,4,"ppttemp","survival"
623,0.00277796748915605,4,"ppttemp","survival"
624,0.00323812437784084,4,"ppttemp","survival"
625,0.00344740730317655,4,"ppttemp","survival"
626,0.00455882667519215,4,"ppttemp","survival"
627,0.0029987103387867,4,"ppttemp","survival"
628,0.00432677533141887,4,"ppttemp","survival"
629,0.00533138280914315,4,"ppttemp","survival"
630,0.00475430266466894,4,"ppttemp","survival"
631,0.00451307046419109,4,"ppttemp","survival"
632,0.00440594144406706,4,"ppttemp","survival"
633,0.00553509536500351,4,"ppttemp","survival"
634,0.00402198919124991,4,"ppttemp","survival"
635,0.00316943999510775,4,"ppttemp","survival"
636,0.00403229541693474,4,"ppttemp","survival"
637,0.00374897346810178,4,"ppttemp","survival"
638,0.0050575084312819,4,"ppttemp","survival"
639,0.00605413816692674,4,"ppttemp","survival"
640,0.00405778011749943,4,"ppttemp","survival"
641,0.00419055788646443,4,"ppttemp","survival"
642,0.00549940860139277,4,"ppttemp","survival"
643,0.00512885286820972,4,"ppttemp","survival"
644,0.00630488793640173,4,"ppttemp","survival"
645,0.00392672065792095,4,"ppttemp","survival"
646,0.00387546302186816,4,"ppttemp","survival"
647,0.00313193953665569,4,"ppttemp","survival"
648,0.00283955511561875,4,"ppttemp","survival"
649,0.00420872781674876,4,"ppttemp","survival"
650,0.00329811272514317,4,"ppttemp","survival"
651,0.00249047644538632,4,"ppttemp","survival"
652,0.00222671396826166,4,"ppttemp","survival"
653,0.00492646120268782,4,"ppttemp","survival"
654,0.00481149258465301,4,"ppttemp","survival"
655,0.00351567606268105,4,"ppttemp","survival"
656,0.00479003296234199,4,"ppttemp","survival"
657,0.00316594604058856,4,"ppttemp","survival"
658,0.00266438417112325,4,"ppttemp","survival"
659,0.00246777114870967,4,"ppttemp","survival"
660,0.0036850246305101,4,"ppttemp","survival"
661,0.00406811209203135,4,"ppttemp","survival"
662,0.0039143988344963,4,"ppttemp","survival"
663,0.00487707205905342,4,"ppttemp","survival"
664,0.00358378375601571,4,"ppttemp","survival"
665,0.00480467837542079,4,"ppttemp","survival"
666,0.0036042995685404,4,"ppttemp","survival"
667,0.00267113002953275,4,"ppttemp","survival"
668,0.00313698933277538,4,"ppttemp","survival"
669,0.00236802732541842,4,"ppttemp","survival"
670,0.00363490427372898,4,"ppttemp","survival"
671,0.00290111890264215,4,"ppttemp","survival"
672,0.00222265948221393,4,"ppttemp","survival"
673,0.00211709301715739,4,"ppttemp","survival"
674,0.00321363259967809,4,"ppttemp","survival"
