"time","cover","species","climsim","vital"
500,0.0654499571436966,1,"ppttemp","survival"
501,0.0779570452316345,1,"ppttemp","survival"
502,0.0485279813213402,1,"ppttemp","survival"
503,0.0676214512018669,1,"ppttemp","survival"
504,0.0588735796104724,1,"ppttemp","survival"
505,0.0707860321170609,1,"ppttemp","survival"
506,0.0769742300620916,1,"ppttemp","survival"
507,0.0779663259721275,1,"ppttemp","survival"
508,0.0902216207357673,1,"ppttemp","survival"
509,0.123114977601388,1,"ppttemp","survival"
510,0.144116712010027,1,"ppttemp","survival"
511,0.14682872481661,1,"ppttemp","survival"
512,0.149836159626196,1,"ppttemp","survival"
513,0.113644244929899,1,"ppttemp","survival"
514,0.0917072648548358,1,"ppttemp","survival"
515,0.0772057356360726,1,"ppttemp","survival"
516,0.0803640009986728,1,"ppttemp","survival"
517,0.101231622200735,1,"ppttemp","survival"
518,0.0978551680938173,1,"ppttemp","survival"
519,0.117102799987245,1,"ppttemp","survival"
520,0.122674872671314,1,"ppttemp","survival"
521,0.127646651213391,1,"ppttemp","survival"
522,0.117895898274525,1,"ppttemp","survival"
523,0.110700288334286,1,"ppttemp","survival"
524,0.104324408161172,1,"ppttemp","survival"
525,0.126467061818231,1,"ppttemp","survival"
526,0.146456803246262,1,"ppttemp","survival"
527,0.14577606062944,1,"ppttemp","survival"
528,0.147207472930779,1,"ppttemp","survival"
529,0.148662899876037,1,"ppttemp","survival"
530,0.13399487057317,1,"ppttemp","survival"
531,0.0759868962956839,1,"ppttemp","survival"
532,0.089572613223373,1,"ppttemp","survival"
533,0.122524834048961,1,"ppttemp","survival"
534,0.139880552737103,1,"ppttemp","survival"
535,0.140070628341161,1,"ppttemp","survival"
536,0.142142127161971,1,"ppttemp","survival"
537,0.144144113054185,1,"ppttemp","survival"
538,0.108756595934185,1,"ppttemp","survival"
539,0.117639540347456,1,"ppttemp","survival"
540,0.109493798138719,1,"ppttemp","survival"
541,0.0644149185468657,1,"ppttemp","survival"
542,0.0579283603845296,1,"ppttemp","survival"
543,0.0637111117029787,1,"ppttemp","survival"
544,0.0566262840369729,1,"ppttemp","survival"
545,0.06905355815117,1,"ppttemp","survival"
546,0.0722718307389942,1,"ppttemp","survival"
547,0.102962109394709,1,"ppttemp","survival"
548,0.111681781003596,1,"ppttemp","survival"
549,0.130783846371937,1,"ppttemp","survival"
550,0.125800079258685,1,"ppttemp","survival"
551,0.130514163727612,1,"ppttemp","survival"
552,0.119334549161315,1,"ppttemp","survival"
553,0.112765270914384,1,"ppttemp","survival"
554,0.10827317515282,1,"ppttemp","survival"
555,0.104699034972127,1,"ppttemp","survival"
556,0.106167929154371,1,"ppttemp","survival"
557,0.0629505311205123,1,"ppttemp","survival"
558,0.0770757036388372,1,"ppttemp","survival"
559,0.0662009824119975,1,"ppttemp","survival"
560,0.0784730847236158,1,"ppttemp","survival"
561,0.0892452669201263,1,"ppttemp","survival"
562,0.0738932199120796,1,"ppttemp","survival"
563,0.0941636760663239,1,"ppttemp","survival"
564,0.103528522126593,1,"ppttemp","survival"
565,0.0993629586649355,1,"ppttemp","survival"
566,0.107545207455902,1,"ppttemp","survival"
567,0.107637546058931,1,"ppttemp","survival"
568,0.116246848656048,1,"ppttemp","survival"
