"","W","X"
"1",5.56066831628032e-67,1
"2",5.29048650676094e-67,2
"3",0.00219774260068103,3
"4",1.21446981990098e-21,4
"5",7.65733989157668e-22,5
"6",0.0619971204067458,6
"7",0.0239179718865553,7
"8",1.82753480563729e-22,8
"9",1.3797491479263e-08,9
"10",0.0681369642960377,10
"11",3.42260900011296e-08,11
"12",0.0799667598579322,12
"13",0.0113225739273229,13
"14",0.000925303830726401,14
"15",0.288873534794281,15
"16",2.26428378100355e-07,16
"17",1.22371037265513e-17,17
"18",4.91856469442931e-10,18
"19",0.0156345291847818,19
"20",0.000899277701821883,20
"21",0.851605465706119,21
"22",1.0122458976874,22
"23",0.013651834674574,23
"24",0.0146010408604768,24
"25",0.000440965275343594,25
"26",1.18961152246403,26
"27",0.041117286492032,27
"28",0.0503831351083699,28
"29",0.00157832619997571,29
"30",0.124613846762443,30
"31",1.34690728022468e-07,31
"32",1.42086671260509e-09,32
"33",0.00712737965515846,33
"34",0.0724170561316947,34
"35",0.000451812845912869,35
"36",0.0218459853136231,36
"37",0.0252054593060358,37
"38",0.00839200872297818,38
"39",0.000209428858253942,39
"40",0.0333417056536031,40
"41",2.77272615665014e-08,41
"42",8.52835127766917e-13,42
"43",0.00046041132444164,43
"44",0.0167665923431983,44
"45",0.000278042099070276,45
"46",0.00297653455326764,46
"47",0.000231975739430411,47
"48",0.00760137046688244,48
"49",0.0990546330183477,49
"50",0.00325192346074967,50
"51",0.11725219032996,51
"52",1.59220584762927e-06,52
"53",0.000781701176759146,53
"54",0.0365611833507441,54
"55",0.132316444327545,55
"56",0.0755425548226646,56
"57",0.0195815245812123,57
"58",0.38718076444714,58
"59",0.0150254069445939,59
"60",0.153145666090001,60
"61",0.00169415040907596,61
"62",0.529552507214209,62
"63",7.30956379837769e-05,63
"64",0.0517469225789368,64
"65",1.19881157310537e-07,65
"66",0.00321809292450209,66
"67",0.361579048354564,67
"68",0.00486948328130117,68
"69",0.00190728114249435,69
"70",0.164959158708,70
"71",0.163494238050561,71
"72",1.70379939987291e-09,72
"73",0.000302500307813152,73
"74",0.0155815449115697,74
"75",0.0235053807236142,75
"76",0.132911326213704,76
"77",0.013613533833745,77
"78",0.0093450820560557,78
"79",0.000825629411423808,79
"80",0.303206611394539,80
"81",0.121848054875069,81
"82",0.000669789411111726,82
"83",0.0397355998595461,83
"84",0.368438497673846,84
"85",0.343228820510347,85
"86",0.00650152813832459,86
"87",0.274488844707751,87
"88",3.22945035761734e-09,88
"89",0.237916158312858,89
"90",0.450220660508577,90
"91",0.0166536547458332,91
"92",0.674247424981436,92
"93",0.0276214843634469,93
"94",2.25841824493472e-05,94
"95",0.00321043552107086,95
"96",0.0741596357423016,96
"97",0.00357304423879689,97
"98",0.0181104814774811,98
"99",0.0555567606861508,99
"100",1.27600988051335e-06,100
"101",0.206093737726349,101
"102",0.394629894505214,102
"103",0.0276468694835508,103
"104",0.129251276053247,104
"105",0.00138440740523603,105
"106",0.0344352112187489,106
"107",0.023854853175884,107
"108",0.0009791478488001,108
"109",0.00134443899914817,109
"110",0.067506072317277,110
"111",0.0179930040676524,111
"112",0.126539464768101,112
"113",1.1148002675137e-05,113
"114",0.0126357425085148,114
"115",0.00292935763517469,115
"116",0.422538884083356,116
"117",0.00174808653917157,117
"118",0.00252138615634873,118
"119",0.00574026988025588,119
"120",7.60099018960508e-06,120
"121",0.148938787844495,121
"122",2.28087030291688e-10,122
"123",6.6871166915874e-05,123
"124",5.70974583120558e-07,124
"125",0.000706500355393189,125
"126",0.00238826047512384,126
"127",0.239961440474356,127
"128",9.40729123304596e-05,128
"129",0.00239966808285868,129
"130",0.0784598276990066,130
"131",0.00210079004584395,131
"132",0.0518390733995984,132
"133",0.155236252268469,133
"134",4.75969765464377e-06,134
"135",0.000378586070974176,135
"136",0.130891251222268,136
"137",1.75931553490552e-08,137
"138",0.00205673842675966,138
"139",4.48306130853847e-14,139
"140",0.000295163957586847,140
"141",0.000380379269641875,141
"142",0.00392305106084136,142
"143",4.81310049162834e-06,143
"144",0.000324571345907557,144
"145",0.00730252019453238,145
"146",3.64389379385315e-08,146
"147",0.0273054059714889,147
"148",0.0127050673312576,148
"149",0.455439372015942,149
"150",0.00106248964470022,150
"151",0.0634105796993443,151
"152",0.00375558155315058,152
"153",0.665705508062114,153
"154",0.624463345304319,154
"155",0.014073902305317,155
"156",0.0651249064687186,156
"157",0.901986963786321,157
"158",2.58455697518682,158
"159",0.540617653559397,159
"160",2.54065926408309,160
"161",2.13463887491535,161
"162",1.06890884464941,162
"163",0.510138203575152,163
"164",0.680122456051191,164
"165",0.149028919100987,165
"166",0.0612271484566435,166
"167",1.32657991066043,167
"168",0.000916347521005099,168
"169",0.00102727051163522,169
"170",0.119402617788969,170
"171",2.13419651078488,171
"172",1.22583173248983,172
"173",0.201054543830355,173
"174",7.051429975504,174
"175",3.30979823410679,175
"176",0.0757400821818569,176
"177",3.48300026622415,177
"178",1.67763587725345,178
"179",0.0213932707964625,179
"180",0.29206904449792,180
"181",0.229721499621609,181
"182",0.438779679175167,182
"183",0.368943240253289,183
"184",0.445084539496366,184
"185",0.110187087489489,185
"186",0.288043819364849,186
"187",0.00725912268527374,187
"188",0.0450343495455241,188
"189",0.0100686810343814,189
"190",2.21835044200377,190
"191",0.0480460458903432,191
"192",0.00490545350103316,192
"193",0.0480159695413418,193
"194",0.295833254323193,194
"195",3.35817458770566,195
"196",0.948418779528504,196
"197",2.08551391921424,197
"198",0.887174290603397,198
"199",0.871819411086334,199
"200",0.815996419673183,200
"201",0.211056550749514,201
"202",0.00599781343578821,202
"203",1.69708553317044,203
"204",5.97814846616953e-05,204
"205",0.00201649998643163,205
"206",0.100303722705905,206
"207",0.143800292862905,207
"208",1.71168436853165,208
"209",1.15010983441917,209
"210",1.96028108229226,210
"211",0.012167778983267,211
"212",1.28239058857108,212
"213",3.04874941739879,213
"214",0.00688390526374192,214
"215",0.274632386893874,215
"216",0.0946199375474383,216
"217",0.871952192518221,217
"218",0.0129155413540528,218
"219",0.129235577053263,219
"220",0.0855184384263876,220
"221",1.37455474051508,221
"222",0.0346234695932631,222
"223",0.538190021608892,223
"224",0.000741442652328804,224
"225",0.139785966171771,225
"226",0.00540900499118436,226
"227",0.0433022934043561,227
"228",0.00638074108163971,228
"229",0.0077380355289025,229
"230",0.110655382678161,230
"231",2.1201409261056,231
"232",0.550658184273726,232
"233",1.30864442866294,233
"234",0.4473002196743,234
"235",0.0227434413995628,235
"236",0.576976695176484,236
"237",0.132672746246597,237
"238",0.0209594182464536,238
"239",1.11066170260173,239
"240",0.000446375916338017,240
"241",0.0103557754004664,241
"242",0.142851588052391,242
"243",0.180046740008021,243
"244",1.42866365720567,244
"245",1.49328704650661,245
"246",1.55034237725132,246
"247",0.0123330139077001,247
"248",1.68032184661489,248
"249",0.712230297797637,249
"250",0.0549461213879105,250
"251",0.482460360333767,251
"252",0.747265100410232,252
"253",0.0384179152502352,253
"254",0.214535009728071,254
"255",0.361669609004932,255
"256",0.0794964360002069,256
"257",1.78130671588957,257
"258",4.28172816825873e-05,258
"259",1.87282909982027,259
"260",0.606479971596085,260
"261",0.270406517222032,261
"262",0.197095324005596,262
"263",8.57442426797869e-16,263
"264",8.88171109871314e-31,264
"265",5.40478600593818e-17,265
"266",0.00108801336116879,266
"267",0.0384986631866168,267
"268",0.0519852039964482,268
"269",0.00597961636339086,269
"270",0.0222027604669554,270
"271",1.07434376489125,271
"272",0.0828392106701452,272
"273",0.0735653926188521,273
"274",0.0335799780860014,274
"275",0.0115061849572449,275
"276",1.30561808412459,276
"277",0.125217772910529,277
"278",0.0474321391426307,278
"279",0.00152060666714007,279
"280",0.527772508306557,280
"281",0.015663424411039,281
"282",0.24112492362649,282
"283",0.0481228306962681,283
"284",0.0589834823062441,284
"285",0.321740811730201,285
"286",0.0339953812124257,286
"287",0.00389820481227961,287
"288",0.0992991662115374,288
"289",0.352586263758491,289
"290",0.139008738227276,290
"291",0.522334311078463,291
"292",0.0132537754288747,292
"293",0.109619757737101,293
"294",1.14978490556242,294
"295",0.0229767646020448,295
"296",0.168605216640731,296
"297",0.394388865534728,297
"298",0.320128542164549,298
"299",0.13742740631855,299
"300",0.146980358448546,300
"301",0.576462311587984,301
"302",0.00106329244778517,302
"303",0.0112230340873434,303
"304",0.00141064213675226,304
"305",0.000602355425114397,305
"306",0.00167821262965822,306
"307",0.0119656721975695,307
"308",0.0565951934213973,308
"309",0.017190143024644,309
"310",0.0588275518684331,310
"311",0.00614517516822331,311
"312",0.0185676946313096,312
"313",1.16927854181211,313
"314",0.0135673673522946,314
"315",1.03063757615159,315
"316",0.391619270528244,316
"317",0.0231865394221699,317
"318",0.0526554897100735,318
"319",4.66149544608819e-06,319
"320",0.00756915670788689,320
"321",0.000360543540073435,321
"322",0.000365231107168096,322
"323",7.78548789628826e-05,323
"324",0.000620098266687455,324
"325",0.00293338353311745,325
"326",0.000825166482533594,326
"327",0.194222655089258,327
"328",8.65214142312387e-07,328
"329",0.000319507702910545,329
"330",4.4044427942832e-22,330
"331",3.18712316924262e-06,331
"332",0.000891410880855359,332
"333",3.76751509692087e-05,333
"334",0.000757752043826473,334
"335",2.86187774144073e-10,335
"336",1.1416103026202e-16,336
"337",0.000283114023502501,337
"338",0.0746458507102153,338
"339",0.160914581765086,339
"340",0.0863434054335608,340
"341",0.0483521615796675,341
"342",0.0215038724739942,342
"343",0.0464331565495791,343
"344",0.0295931183343881,344
"345",0.000337571778908795,345
"346",1.70729089309252e-05,346
"347",6.66751661088997e-15,347
"348",0.00869912161896387,348
"349",0.00981280917155973,349
"350",2.61442508339021e-06,350
"351",0.00861639162066183,351
"352",0.247272399108457,352
"353",0.0511291406984625,353
"354",0.45523138459307,354
"355",1.0933531145283,355
"356",0.612081978527997,356
"357",0.0120127147435063,357
"358",0.0175242039465283,358
"359",0.03035924138264,359
"360",0.000721933505386785,360
"361",0.163796502446889,361
"362",0.0528615812533326,362
"363",5.7537838649772e-62,363
"364",8.47528374920791e-07,364
"365",1.83761731952437e-06,365
"366",1.02376901605824e-63,366
"367",1.44536928652024e-05,367
"368",2.83376366933548e-05,368
"369",4.05122027272351e-103,369
"370",1.3606363571129e-107,370
"371",1.31194134247327e-06,371
"372",5.38735066861129e-06,372
"373",2.5521402905834e-97,373
"374",1.19883432835388e-06,374
"375",1.41384263834619e-06,375
"376",7.09633328741879e-07,376
"377",1.08267870386173e-06,377
"378",4.53190889872625e-05,378
"379",0.00430297979576306,379
"380",4.36038219200351e-07,380
"381",6.98855856267646e-08,381
"382",1.82429753430541e-11,382
