"","Point est.","Upper C.I."
"beta[1,1]",1.00020996690105,1.00070340835231
"beta[2,1]",1.00003426673775,1.00014069362983
"beta[3,1]",1.00001216528131,1.0000486155168
"beta[4,1]",1.00001282293006,1.00003300317016
"beta[1,2]",1.00090005012704,1.00322601899132
"beta[2,2]",1.0001628102572,1.00056302157155
"beta[3,2]",0.999993397991252,1.0000006779887
"beta[4,2]",1.00002867142737,1.00008837138518
"beta[1,3]",1.00019870961355,1.00059080282621
"beta[2,3]",1.00000775735749,1.00002556106474
"beta[3,3]",1.00005186093683,1.00019112225805
"beta[4,3]",1.00013521642965,1.00047779623458
"beta[1,4]",1.00011931322244,1.00038751614917
"beta[2,4]",1.00002028574646,1.0000723903969
"beta[3,4]",1.00001381102209,1.00004490467495
"beta[4,4]",1.0001328301066,1.00050643528671
"beta[1,5]",1.00022774359158,1.0006880846662
"beta[2,5]",1.00001040935046,1.00006267821717
"beta[3,5]",0.999997885804915,1.00001655019852
"beta[4,5]",1.00003593950219,1.00014050315581
"beta[1,6]",1.00001622193323,1.00006808965157
"beta[2,6]",1.00005250568794,1.0000886120887
"beta[3,6]",1.00006622481019,1.00022894568851
"beta[4,6]",1.00000652144717,1.00004501203349
"beta[1,7]",0.999997304383835,1.0000121468452
"beta[2,7]",1.00001710460071,1.00008931465074
"beta[3,7]",1.00001664845137,1.00004716100372
"beta[4,7]",1.00009628010213,1.00023436628617
"beta[1,8]",1.000007629659,1.00001289722041
"beta[2,8]",1.00000789900716,1.00005424416872
"beta[3,8]",0.999992424705993,0.999996083383273
"beta[4,8]",1.00011362321057,1.00037800249414
"beta[1,9]",1.0003909018826,1.00139523496685
"beta[2,9]",1.0000311315752,1.00009076938494
"beta[3,9]",0.999996302587385,1.00000074983775
"beta[4,9]",1.00004116462889,1.00014105613838
"beta[1,10]",1.00025337582533,1.00083279066531
"beta[2,10]",1.00002610533432,1.00011569659751
"beta[3,10]",1.00001019900936,1.00006086529683
"beta[4,10]",1.00000404460499,1.00004133246026
"beta[1,11]",1.00011186951533,1.00035748757837
"beta[2,11]",1.00002691118508,1.00011967215268
"beta[3,11]",1.00000067387174,1.00001965469926
"beta[4,11]",1.0000107615461,1.00003022362909
"beta[1,12]",1.00012060020892,1.00029935556206
"beta[2,12]",1.00004779675052,1.00015260102968
"beta[3,12]",1.00000048926966,1.00000928417801
"beta[4,12]",0.999999067227789,1.00001466317185
"beta[1,13]",1.00031064136651,1.00110152320248
"beta[2,13]",1.00000152086587,1.00003105243615
"beta[3,13]",1.00002057516448,1.00007234088073
"beta[4,13]",1.00007966278695,1.00031262643048
"betaSpp[1]",1.00004396651945,1.00012043684772
"betaSpp[2]",1.00000995938446,1.00003118213418
"betaSpp[3]",1.00003995556582,1.00006202357665
"betaSpp[4]",1.00001439519344,1.0000780827949
"intG[1,1]",1.00656711922456,1.00725716514345
"intG[2,1]",1.00313690504079,1.00593906037917
"intG[3,1]",1.00281693392063,1.00969010334348
"intG[4,1]",1.00058844003423,1.00166228278885
"intG[1,2]",1.00655334246109,1.00735806190346
"intG[2,2]",1.00282527095504,1.00550297516079
"intG[3,2]",1.00290311971577,1.00995974485597
"intG[4,2]",1.00050721209111,1.00149899972001
"intG[1,3]",1.00658267172143,1.0072880615851
"intG[2,3]",1.00337609345038,1.00627123346957
"intG[3,3]",1.00281101169355,1.00962482203906
"intG[4,3]",1.00065071282648,1.00186963521183
"intG[1,4]",1.00659495950905,1.00737604411274
"intG[2,4]",1.00282915962336,1.00542034683753
"intG[3,4]",1.00279477252601,1.00965498861074
"intG[4,4]",1.00044853419096,1.00129727756784
"intG[1,5]",1.00650039272296,1.00725183353085
"intG[2,5]",1.00311412246704,1.00574480608688
"intG[3,5]",1.00282028742465,1.00968204696047
"intG[4,5]",1.00060417366824,1.00168342172519
"intG[1,6]",1.00649146837841,1.00733939410489
"intG[2,6]",1.00300972658699,1.00600357682472
"intG[3,6]",1.00282514617982,1.00964726109105
"intG[4,6]",1.0006580699904,1.00191195769288
"intYr[1,1]",1.00424739580582,1.01485331157634
"intYr[2,1]",1.001340121512,1.00324907369283
"intYr[3,1]",1.00341069878293,1.01143579230616
"intYr[4,1]",1.00102347765483,1.00268361445654
"intYr[1,2]",1.00270841160385,1.00844798647795
"intYr[2,2]",1.00086175418354,1.00305466196911
"intYr[3,2]",1.0036909403542,1.01344912370502
"intYr[4,2]",1.00035352749921,1.00066738289997
"intYr[1,3]",1.00514231529635,1.0170016847488
"intYr[2,3]",1.00340771068175,1.01006196643791
"intYr[3,3]",1.00278694984035,1.0077148858932
"intYr[4,3]",1.00718234719308,1.02481682058097
"intYr[1,4]",1.00280695821336,1.00683019280147
"intYr[2,4]",1.00081592251876,1.0008457490962
"intYr[3,4]",1.00211093767981,1.00352799680173
"intYr[4,4]",1.0060028550024,1.01638229228861
"intYr[1,5]",1.00272901355976,1.00896729536777
"intYr[2,5]",1.00464008615377,1.01528516397714
"intYr[3,5]",1.00202197391311,1.00623408423715
"intYr[4,5]",1.00662318602103,1.02377118616026
"intYr[1,6]",1.00412265432407,1.01194568415082
"intYr[2,6]",1.00239121863883,1.00823222226704
"intYr[3,6]",1.00266401137892,1.00859390423754
"intYr[4,6]",1.00398724645048,1.01389040711489
"intYr[1,7]",1.0052733217926,1.00537684769468
"intYr[2,7]",1.00227689813254,1.00422013821791
"intYr[3,7]",1.00359327473551,1.01231048248456
"intYr[4,7]",1.00142084039564,1.00493847778462
"intYr[1,8]",1.0036955748144,1.00666635192019
"intYr[2,8]",1.00205444219737,1.00362397789491
"intYr[3,8]",1.00341848715098,1.01213070448035
"intYr[4,8]",1.00419924172196,1.01364370302765
"intYr[1,9]",1.00275481322617,1.00624549738555
"intYr[2,9]",1.00205714196883,1.00454943012016
