"quad","year","trackID","area","x","y","allEdge","totCover","age"
"Q10",37,1,0,49.8280488279648,85.2340137046892,0,0,1
"Q10",38,2,0,83.3356207341713,38.3553925672801,0,0,1
"Q10",38,3,0,7.8169699195361,95.1554785882577,0,0,1
"Q10",39,3,0,9.9196972282973,96.0913191835508,0,0,2
"Q10",39,4,0,41.6574785078555,69.8293800965925,0,0,1
"Q10",39,5,0,48.4340605454165,70.9506847851368,0,0,1
"Q10",39,6,0,85.790893392708,37.5658652227949,0,0,1
"Q10",40,6,0,84.5337660477871,36.5203402218211,0,0,2
"Q10",40,7,0,76.4858316652918,91.2426582415352,0,0,1
"Q10",40,3,0,7.9083459620486,95.34545779165,0,0,3
"Q10",41,3,0,6.4434985393898,92.8271836824446,0,0,4
"Q10",42,8,0,6.5018105063642,99.248497311491,0,0,1
"Q10",45,9,0,9.1488458795478,95.0029148339706,0,0,1
"Q10",46,10,0,17.0960573912308,97.21770746585,0,0,1
"Q10",46,11,0,21.698258958017,96.2424066836916,0,0,1
"Q11",39,1,0,19.4252823934002,58.8204308675897,0,0,1
"Q11",45,2,0,19.6638550498723,23.3213448970285,0,0,1
"Q11",45,3,0,12.6436284808341,91.676178554439,0,0,1
"Q11",46,3,0,13.8411120756994,91.0693144913737,0,0,2
"Q11",49,4,0,11.8160911173346,89.5602425633867,0,0,1
"Q11",50,4,0,12.5459167465308,90.6420980408918,0,0,2
"Q11",52,5,0,23.7540909911815,98.0529723103778,0,0,1
"Q11",52,6,0,26.9547222441624,96.2165449649175,0,0,1
"Q11",52,7,0,21.2880308326349,58.1237863356908,0,0,1
"Q11",52,8,0,20.081235519011,60.0651527437489,0,0,1
"Q11",52,4,0,12.8470527297339,88.8385442602084,0,0,4
"Q11",56,9,0,14.5644827801242,91.6625130778528,0,0,1
"Q11",56,10,0,23.0192295494303,97.4294572990155,0,0,1
"Q11",57,10,0,23.3600880404234,97.3978027151887,0,0,2
"Q11",57,9,0,12.8133751028587,89.1171648991094,0,0,2
"Q11",57,11,0,23.1937101750488,61.2867675345151,0,0,1
"Q11",73,12,0,15.6224628586084,26.2044777122138,0,0,1
"Q11",73,13,0,0.8206558135732,54.6207824261784,1,0,1
"Q11",73,14,0,35.3713988145011,97.4827012160968,0,0,1
"Q11",73,15,0,33.9466261569242,98.3929730919445,0,0,1
"Q11",73,16,0,51.5188253920395,91.4274160542074,0,0,1
"Q11",73,17,0,82.6659449522976,83.4328574530118,0,0,1
"Q11",73,18,0,96.3200184025138,97.6014324662073,1,0,1
"Q11",73,19,0,79.0248582301564,67.7207777508788,0,0,1
"Q11",73,20,0,73.5236519750331,74.092679319313,0,0,1
"Q11",73,21,0,89.8689629277558,60.0428347749781,0,0,1
"Q11",73,22,0,91.2541590227959,60.359451181523,0,0,1
"Q11",73,23,0,19.6197425498311,70.4120160346352,0,0,1
"Q11",73,24,0,63.6689722783552,47.3386097631464,0,0,1
"Q11",73,25,0,50.3710917972206,55.3727457081288,0,0,1
"Q11",73,26,0,83.7741012033296,53.6313566440069,0,0,1
"Q11",73,27,0,90.7792348036037,17.0621855161992,0,0,1
"Q14",32,1,0,4.9751769111924,53.3559285187505,1,0,1
"Q14",32,2,0,57.1400480535247,42.4091738210556,0,0,1
"Q14",32,3,0,51.5856699233518,39.1228331929949,0,0,1
"Q14",32,4,0,63.4350105593874,50.0001582031252,0,0,1
"Q14",32,5,0,65.1938972797754,98.6472566859313,0,0,1
"Q14",33,6,0,24.6264042732441,88.0668340198276,0,0,1
"Q14",33,7,0,13.2259339501265,70.7988027537454,0,0,1
"Q14",33,8,0,20.8559941134825,64.4627293103444,0,0,1
"Q14",33,9,0,23.3101073970182,61.2054519635609,0,0,1
"Q14",33,10,0,28.5752949019217,52.459885549166,0,0,1
"Q14",33,11,0,22.4400128649578,43.312737103147,0,0,1
"Q14",33,12,0,20.3428613005046,37.0659042848291,0,0,1
"Q14",33,13,0,14.8099519203517,36.7089425657467,0,0,1
"Q14",33,14,0,12.668180824607,21.1141698949731,0,0,1
"Q14",33,15,0,11.5080550422765,11.2977175420807,0,0,1
"Q14",33,16,0,13.9844777008329,4.9616440986798,0,0,1
"Q14",33,17,0,10.5933401976746,0.0980386254001,0,0,1
"Q14",33,18,0,21.8822597394383,6.1217698810102,0,0,1
"Q14",33,19,0,44.0138964788001,21.1811003637853,0,0,1
"Q14",33,20,0,51.3762355481567,20.4671761443705,0,0,1
"Q14",33,21,0,52.2240207051962,5.6086378492823,0,0,1
"Q14",33,22,0,60.07718165001,11.4092683234346,0,0,1
"Q14",33,23,0,95.0148269950483,9.8252495719594,1,0,1
"Q14",33,24,0,94.747105119799,12.2347425429534,0,0,1
"Q14",33,25,0,90.7759043348505,17.0537284849414,0,0,1
"Q14",33,26,0,91.2667269915576,21.9842644270334,0,0,1
"Q14",33,27,0,37.276241003775,49.2249183586531,0,0,1
"Q14",33,28,0,29.9139019344184,44.8521355420806,0,0,1
"Q14",33,29,0,33.6843120941798,59.9114652436058,0,0,1
"Q14",33,30,0,33.9520339694292,67.5861457195034,0,0,1
"Q14",33,31,0,43.3222831969059,71.5796566607227,0,0,1
"Q14",33,32,0,36.2499753778192,84.5195254227739,0,0,1
"Q14",33,33,0,30.4493449036671,80.6375644816584,0,0,1
"Q14",33,34,0,58.3816128984309,97.2139824658464,0,0,1
"Q14",33,35,0,72.1023355674594,77.0010152595217,0,0,1
"Q14",33,36,0,68.3988558765102,73.743738693988,0,0,1
"Q14",33,37,0,63.2675285279814,71.245005097911,0,0,1
"Q14",33,38,0,60.7241754006126,74.4130418196113,0,0,1
"Q14",33,39,0,61.9289214954846,77.7595597914782,0,0,1
"Q14",33,40,0,57.3330371162045,71.3565558792648,0,0,1
"Q14",33,41,0,78.5945801047558,50.7196964850453,0,0,1
"Q14",33,42,0,84.6183121416158,56.2079855526567,0,0,1
"Q14",33,43,0,72.6600886929789,54.9139988327014,0,0,1
"Q14",33,44,0,88.2994816762941,71.4011761918065,0,0,1
"Q14",34,29,0,34.5568410012425,60.4562707128632,0,0,2
"Q14",34,45,0,32.6182714681869,54.7307269575309,0,0,1
"Q14",34,46,0,66.5657847810532,61.019808213388,0,0,1
"Q14",34,43,0,73.1028222871411,55.6098464895995,0,0,2
"Q14",34,4,0,61.8320675891444,51.0113785165669,0,0,3
"Q14",34,10,0,28.7185902145551,53.8741496129831,0,0,2
"Q14",34,47,0,29.349752715143,50.447840234792,0,0,1
"Q14",34,27,0,34.1736355321355,50.6281722662099,0,0,2
"Q14",34,3,0,50.1781074220408,37.7344292854517,0,0,3
"Q14",35,48,0,4.9964167549621,97.890998872727,1,0,1
"Q14",35,49,0,13.5630558254404,98.8378379361088,0,0,1
"Q14",35,50,0,0.2622214380531,73.5211644750307,1,0,1
"Q14",35,51,0,8.1976347266935,71.1540668165763,0,0,1
"Q14",35,52,0,30.673790216376,76.5420324465942,0,0,1
"Q14",35,53,0,33.4241324064375,52.5779863305259,0,0,1
"Q14",35,54,0,30.899228497836,55.1930660204614,0,0,1
"Q14",35,55,0,29.1859003712404,58.5295464923187,0,0,1
"Q14",35,56,0,38.0681527232626,62.9706722777049,0,0,1
"Q14",35,57,0,41.8555089767898,51.4282535169552,0,0,1
"Q14",35,58,0,43.3659425719466,49.8051003904435,0,0,1
"Q14",35,59,0,40.976301163471,49.5345753901915,0,0,1
"Q14",35,60,0,38.8571855364975,49.3542246087736,0,0,1
"Q14",35,61,0,32.3194870929087,49.8501878904855,0,0,1
"Q14",35,62,0,16.042872234,35.9181277212602,0,0,1
"Q14",35,63,0,15.1411214519102,37.2256675662279,0,0,1
"Q14",35,64,0,8.1750909766725,31.972965217586,0,0,1
"Q14",35,65,0,39.5109550683563,36.4817222530351,0,0,1
"Q14",35,66,0,61.8969355579549,36.5944410031401,0,0,1
"Q14",35,67,0,68.4346340015435,37.9470683481498,0,0,1
"Q14",35,68,0,66.563499624801,41.869687883053,0,0,1
"Q14",35,69,0,66.5184121247589,44.5298542917805,0,0,1
"Q14",35,70,0,65.6166605614191,42.9067019465189,0,0,1
"Q14",35,71,0,65.4363105612512,40.9228488196713,0,0,1
"Q14",35,72,0,76.50530979031,30.9810386541622,0,0,1
"Q14",35,73,0,88.3633418326036,32.5816472494028,0,0,1
"Q14",35,74,0,89.9864949591152,0.5694690945893,0,0,1
"Q14",35,75,0,86.0864191742331,54.5392957073525,0,0,1
"Q14",35,76,0,87.2586965190748,59.1833160241776,0,0,1
"Q14",35,77,0,66.428237124675,59.2960347742825,0,0,1
"Q14",35,78,0,98.1924332480077,81.9299972953622,1,0,1
"Q14",35,79,0,70.5988379098092,97.192141059576,0,0,1
"Q14",35,80,0,79.4360019805395,63.5342668094798,0,0,1
"Q14",36,48,0,5.8640784745202,98.7863934048108,0,0,2
"Q14",36,65,0,40.4643355379942,35.7375449085921,0,0,2
"Q14",36,81,0,40.0984371001534,2.8295675341941,0,0,1
"Q14",36,74,0,89.5175746461786,0.7256519072347,0,0,2
"Q14",36,75,0,86.2244902681117,55.7704761772492,0,0,2
"Q14",36,77,0,67.4722027506472,60.1612550875884,0,0,2
"Q14",36,61,0,33.1860223359632,49.9607755337413,0,0,2
"Q14",36,69,0,64.9717019254388,48.8693561396742,0,0,2
"Q14",37,48,0,6.4275823812951,98.6375644984222,0,0,3
"Q14",37,49,0,13.7475737943624,99.6641488743783,0,0,3
"Q14",37,63,0,15.5998886398375,37.4442199101815,0,0,3
"Q14",37,82,0,72.0173855673802,65.2735777485996,0,0,1
"Q14",37,61,0,33.5291159171997,50.6658184484008,0,0,3
"Q14",37,69,0,65.2573121819222,49.921839189788,0,0,3
"Q14",37,77,0,67.5177621777629,60.7778973095348,0,0,3
"Q14",38,48,0,5.7676347244304,98.8325355923538,0,0,4
"Q14",38,83,0,42.3629300710124,77.3478426035946,0,0,1
"Q14",38,61,0,33.2698238125437,50.9600050790191,0,0,4
"Q14",38,69,0,64.9173996232679,49.9793761718558,0,0,4
"Q14",38,75,0,86.2015090180903,56.2420300839384,0,0,4
"Q14",38,77,0,67.3912597818219,60.476565244132,0,0,4
"Q14",38,84,0,73.052163693344,65.156840248491,0,0,1
"Q14",39,48,0,6.1189480060076,97.3100387159358,0,0,5
"Q14",39,83,0,42.7539066338766,78.3815996358075,0,0,2
