"","quad","year","trackID","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","Group"
"1","Q1",36,1,0,1,0.135868847317126,0,1,"E1 Q1","no","E1"
"2","Q1",36,2,0,1,0.27028488650481,0,1,"E1 Q1","no","E1"
"3","Q1",46,3,0,1,0.200371511439699,0,1,"E1 Q1","no","E1"
"4","Q1",49,4,1,1,0.045296822622823,1,0,"E1 Q1","no","E1"
"5","Q1",50,4,1,2,0.047711925360024,1,0,"E1 Q1","no","E1"
"6","Q1",51,6,1,1,0.019803737834033,1,0,"E1 Q1","no","E1"
"7","Q1",51,4,1,3,0.034760315972962,1,0,"E1 Q1","no","E1"
"8","Q1",51,5,1,1,0.208946167697685,0,1,"E1 Q1","no","E1"
"9","Q1",54,4,0,6,0.036838815974898,1,0,"E1 Q1","no","E1"
"10","Q1",54,5,1,4,0.206534339570438,0,0,"E1 Q1","no","E1"
"11","Q1",55,5,1,5,0.21372004270213,0,0,"E1 Q1","no","E1"
"12","Q10",30,4,1,1,0.01767425345705,1,0,"P1 E1 Q4","no","P1E1"
"13","Q10",30,2,1,1,0.374839855352186,0,0,"P1 E1 Q4","no","P1E1"
"14","Q10",30,1,1,1,0.354827261583547,0,0,"P1 E1 Q4","no","P1E1"
"15","Q10",30,5,1,1,0.088744550398238,0,0,"P1 E1 Q4","no","P1E1"
"16","Q10",30,3,1,1,0.284624316205666,0,0,"P1 E1 Q4","no","P1E1"
"17","Q10",31,9,1,1,0.016876355018806,1,0,"P1 E1 Q4","no","P1E1"
"18","Q10",31,7,1,1,0.195697597372846,0,0,"P1 E1 Q4","no","P1E1"
"19","Q10",31,2,1,2,0.371274175661365,0,0,"P1 E1 Q4","no","P1E1"
"20","Q10",31,4,1,2,0.012203847201955,1,0,"P1 E1 Q4","no","P1E1"
"21","Q10",31,3,1,2,0.243910894292749,0,0,"P1 E1 Q4","no","P1E1"
"22","Q10",31,5,1,2,0.094420011341025,0,0,"P1 E1 Q4","no","P1E1"
"23","Q10",31,10,1,1,0.176844003605287,0,0,"P1 E1 Q4","no","P1E1"
"24","Q10",31,8,1,1,0.073064433196135,0,0,"P1 E1 Q4","no","P1E1"
"25","Q10",31,6,1,1,0.026306058152588,1,0,"P1 E1 Q4","no","P1E1"
"26","Q10",32,1,1,3,0.347598347514315,0,0,"P1 E1 Q4","no","P1E1"
"27","Q10",32,5,1,3,0.099930525948735,0,0,"P1 E1 Q4","no","P1E1"
"28","Q10",32,4,0,3,0.00233422219276203,1,0,"P1 E1 Q4","no","P1E1"
"29","Q10",32,7,1,2,0.19888039425081,0,0,"P1 E1 Q4","no","P1E1"
"30","Q10",32,11,1,1,0.276606417760699,0,0,"P1 E1 Q4","no","P1E1"
"31","Q10",32,6,0,2,0.0147579331418330,1,0,"P1 E1 Q4","no","P1E1"
"32","Q10",32,3,0,3,0.249331894297797,0,0,"P1 E1 Q4","no","P1E1"
"33","Q10",32,9,1,2,0.015783964392789,1,0,"P1 E1 Q4","no","P1E1"
"34","Q10",32,10,0,2,0.19981411300168,0,0,"P1 E1 Q4","no","P1E1"
"35","Q10",32,8,0,2,0.042171214417364,1,0,"P1 E1 Q4","no","P1E1"
"36","Q10",33,14,1,1,0.130447964499578,0,0,"P1 E1 Q4","no","P1E1"
"37","Q10",33,11,1,2,0.277895199011899,0,0,"P1 E1 Q4","no","P1E1"
"38","Q10",33,1,0,4,0.341206042820862,0,0,"P1 E1 Q4","no","P1E1"
"39","Q10",33,2,1,4,0.354537128770777,0,0,"P1 E1 Q4","no","P1E1"
"40","Q10",33,7,1,3,0.195198941122382,0,0,"P1 E1 Q4","no","P1E1"
"41","Q10",33,12,1,1,0.104567964475476,0,0,"P1 E1 Q4","no","P1E1"
"42","Q10",33,9,1,3,0.025799667527116,1,0,"P1 E1 Q4","no","P1E1"
"43","Q10",33,13,1,1,0.355806753771959,0,0,"P1 E1 Q4","no","P1E1"
"44","Q10",33,5,1,4,0.093278323839961,0,0,"P1 E1 Q4","no","P1E1"
"45","Q10",34,14,1,2,0.152177456707315,0,0,"P1 E1 Q4","no","P1E1"
"46","Q10",34,2,0,5,0.38641943348797,0,0,"P1 E1 Q4","no","P1E1"
"47","Q10",34,13,1,2,0.359940206243687,0,0,"P1 E1 Q4","no","P1E1"
"48","Q10",34,9,1,4,0.026972213124523,1,0,"P1 E1 Q4","no","P1E1"
"49","Q10",34,5,1,5,0.092739991513066,0,0,"P1 E1 Q4","no","P1E1"
"50","Q10",34,7,1,4,0.215651465197523,0,0,"P1 E1 Q4","no","P1E1"
"51","Q10",34,11,1,3,0.26036095065186,0,0,"P1 E1 Q4","no","P1E1"
"52","Q10",35,7,1,5,0.205341204611489,0,0,"P1 E1 Q4","no","P1E1"
"53","Q10",35,20,0,1,0.005360737820581,1,0,"P1 E1 Q4","no","P1E1"
"54","Q10",35,9,1,5,0.036666689312637,1,0,"P1 E1 Q4","no","P1E1"
"55","Q10",35,22,1,1,0.236952829978743,0,0,"P1 E1 Q4","no","P1E1"
"56","Q10",35,17,0,1,0.210403480199042,0,0,"P1 E1 Q4","no","P1E1"
"57","Q10",35,14,1,3,0.138646448882214,0,0,"P1 E1 Q4","no","P1E1"
"58","Q10",35,13,1,3,0.362244108066862,0,0,"P1 E1 Q4","no","P1E1"
"59","Q10",35,18,1,1,0.192768277057618,0,0,"P1 E1 Q4","no","P1E1"
"60","Q10",35,5,1,6,0.098229097773971,0,0,"P1 E1 Q4","no","P1E1"
"61","Q10",35,23,1,1,0.216500935138292,0,0,"P1 E1 Q4","no","P1E1"
"62","Q10",35,16,0,1,0.091018675400356,0,0,"P1 E1 Q4","no","P1E1"
"63","Q10",35,15,0,1,0.075317753510734,0,0,"P1 E1 Q4","no","P1E1"
"64","Q10",35,12,0,3,0.099599112908348,0,0,"P1 E1 Q4","no","P1E1"
"65","Q10",35,11,1,4,0.26069851550317,0,0,"P1 E1 Q4","no","P1E1"
"66","Q10",35,19,1,1,0.005360737820581,1,0,"P1 E1 Q4","no","P1E1"
"67","Q10",35,21,0,1,0.130748151999858,0,0,"P1 E1 Q4","no","P1E1"
"68","Q10",36,117,0,1,0.359982535025849,0,1,"P1 E1 Q4","no","P1E1"
"69","Q10",36,120,0,1,0.336697019379161,0,1,"P1 E1 Q4","no","P1E1"
"70","Q10",36,128,0,1,0.331806878749608,0,1,"P1 E1 Q4","no","P1E1"
"71","Q10",36,165,0,1,0.0137023628283500,1,1,"P1 E1 Q4","no","P1E1"
"72","Q10",36,156,0,1,0.256767823992223,0,1,"P1 E1 Q4","no","P1E1"
"73","Q10",36,118,0,1,0.352839136581696,0,1,"P1 E1 Q4","no","P1E1"
"74","Q10",36,166,0,1,0.0174455972068360,1,1,"P1 E1 Q4","no","P1E1"
"75","Q10",36,78,0,1,0.138347425444434,0,1,"P1 E1 Q4","no","P1E1"
"76","Q10",36,36,0,1,0.165469159844695,0,1,"P1 E1 Q4","no","P1E1"
"77","Q10",36,168,0,1,0.045009355045006,1,1,"P1 E1 Q4","no","P1E1"
"78","Q10",36,66,0,1,0.15052938639328,0,1,"P1 E1 Q4","no","P1E1"
"79","Q10",36,154,0,1,0.266365839626162,0,1,"P1 E1 Q4","no","P1E1"
"80","Q10",36,125,0,1,0.389394988178242,0,1,"P1 E1 Q4","no","P1E1"
"81","Q10",36,152,0,1,0.278581503700038,0,1,"P1 E1 Q4","no","P1E1"
"82","Q10",36,24,0,1,0.018441183145264,1,1,"P1 E1 Q4","no","P1E1"
"83","Q10",36,22,1,2,0.239007302781232,0,0,"P1 E1 Q4","no","P1E1"
"84","Q10",36,126,0,1,0.409027300696525,0,1,"P1 E1 Q4","no","P1E1"
"85","Q10",36,157,0,1,0.241061972415095,0,1,"P1 E1 Q4","no","P1E1"
"86","Q10",36,65,0,1,0.15722946452452,0,1,"P1 E1 Q4","no","P1E1"
"87","Q10",36,153,0,1,0.281199144327476,0,1,"P1 E1 Q4","no","P1E1"
"88","Q10",36,68,0,1,0.179461550482725,0,1,"P1 E1 Q4","no","P1E1"
"89","Q10",36,114,0,1,0.135562792629341,0,1,"P1 E1 Q4","no","P1E1"
"90","Q10",36,76,0,1,0.152356683269981,0,1,"P1 E1 Q4","no","P1E1"
"91","Q10",36,127,0,1,0.393757722557305,0,1,"P1 E1 Q4","no","P1E1"
"92","Q10",36,115,0,1,0.119758995739622,0,1,"P1 E1 Q4","no","P1E1"
"93","Q10",36,64,0,1,0.121901776991618,0,1,"P1 E1 Q4","no","P1E1"
"94","Q10",36,185,0,1,0.128627292622883,0,1,"P1 E1 Q4","no","P1E1"
"95","Q10",36,79,0,1,0.133474636377396,0,1,"P1 E1 Q4","no","P1E1"
"96","Q10",36,116,0,1,0.135157566066463,0,1,"P1 E1 Q4","no","P1E1"
"97","Q10",36,119,0,1,0.347603855326819,0,1,"P1 E1 Q4","no","P1E1"
"98","Q10",36,155,0,1,0.25589527711641,0,1,"P1 E1 Q4","no","P1E1"
"99","Q10",36,161,0,1,0.34925782407836,0,0,"P1 E1 Q4","no","P1E1"
"100","Q10",36,186,0,1,0.00454847219482402,1,1,"P1 E1 Q4","no","P1E1"
"101","Q10",36,163,0,1,0.0137023628283500,1,1,"P1 E1 Q4","no","P1E1"
"102","Q10",36,162,0,1,0.00519503469542704,1,1,"P1 E1 Q4","no","P1E1"
"103","Q10",36,19,1,2,0.001958308129913,1,0,"P1 E1 Q4","no","P1E1"
"104","Q10",36,150,0,1,0.294723628715071,0,1,"P1 E1 Q4","no","P1E1"
"105","Q10",36,164,0,1,0.04024525347807,1,1,"P1 E1 Q4","no","P1E1"
"106","Q10",36,75,0,1,0.185247980175615,0,1,"P1 E1 Q4","no","P1E1"
"107","Q10",36,160,0,1,0.372816597537802,0,1,"P1 E1 Q4","no","P1E1"
"108","Q10",36,54,0,1,0.025055167526423,1,1,"P1 E1 Q4","no","P1E1"
"109","Q10",36,104,0,1,0.149996269205285,0,1,"P1 E1 Q4","no","P1E1"
"110","Q10",36,77,0,1,0.142306558260622,0,1,"P1 E1 Q4","no","P1E1"
"111","Q10",36,67,0,1,0.167888683284446,0,1,"P1 E1 Q4","no","P1E1"
"112","Q10",36,69,0,1,0.187684370802883,0,1,"P1 E1 Q4","no","P1E1"
"113","Q10",36,122,0,1,0.361128331901916,0,1,"P1 E1 Q4","no","P1E1"
