"","Point est.","Upper C.I."
"betaSpp[1]",1.00030039461257,1.00112927804612
"betaSpp[2]",1.00000988005084,1.00001521972298
"betaSpp[3]",1.00013788465917,1.00040334611543
"betaSpp[4]",1.00031594608796,1.00117379012416
"intG[1,1]",1.00025937381341,1.00042577856432
"intG[2,1]",1.00004628144102,1.00012538560158
"intG[3,1]",1.00022182589702,1.00025078099394
"intG[4,1]",1.0000179296566,1.00002952562587
"intG[1,2]",1.00016755426377,1.00038195870974
"intG[2,2]",1.00003484613795,1.00004257185077
"intG[3,2]",1.0001397454275,1.00015000128485
"intG[4,2]",1.00010726091995,1.00025931989625
"intG[1,3]",1.00033076284872,1.00036044109054
"intG[2,3]",1.00005989618597,1.00018640262396
"intG[3,3]",1.00002267226319,1.00007166407444
"intG[4,3]",1.00004111851747,1.00012989093209
"intG[1,4]",1.00044832379959,1.00073277181821
"intG[2,4]",1.00020744595797,1.00028900532354
"intG[3,4]",1.00076757939614,1.00083424073531
"intG[4,4]",1.00030589658085,1.00037321233882
"intG[1,5]",1.00023131184937,1.000549611794
"intG[2,5]",1.00004249378713,1.00008828198099
"intG[3,5]",1.00018916119866,1.00030738681525
"intG[4,5]",1.00055612368766,1.00072457468163
"intG[1,6]",1.00048074087469,1.00048281481528
"intG[2,6]",1.00000218642071,1.00003384058276
"intG[3,6]",1.00017739550515,1.00020584546481
"intG[4,6]",1.00043602158558,1.00061285186022
"intercept[1]",1.00051737109503,1.00178039316359
"intercept[2]",1.00029313922551,1.00092851998872
"intercept[3]",1.00021683918395,1.0006984736504
"intercept[4]",1.00044577136467,1.00164731465635
"rain1[1]",1.17654379017961,1.25791508056408
"rain1[2]",1.00060569225129,1.0017476463901
"rain1[3]",1.01950596261205,1.02356046941496
"rain1[4]",1.00059532621542,1.001548777322
"rain2[1]",1.01298466596207,1.01305329676622
"rain2[2]",1.00064657780241,1.00157859297744
"rain2[3]",1.01457310027713,1.02149546582674
"rain2[4]",1.00097842512227,1.00294422500696
"temp1[1]",1.0370504023029,1.04741374445928
"temp1[2]",1.00071368178549,1.00154290976859
"temp1[3]",1.0722671077068,1.07609895271205
"temp1[4]",1.00067541896675,1.00227109621087
"temp2[1]",1.09677400393542,1.14387841681332
"temp2[2]",1.00148377632752,1.0027070660127
"temp2[3]",1.10556160507696,1.13298230680074
"temp2[4]",1.00140313829459,1.00250912839915
