"","quad","year","OBJECTID","species","seedling","stem","x","y","age","survives","dormancy","trackID"
"17","Q1",32,17,"Phlox hoodii","N","N",0.334110539592584,0.204795126304903,1,1,0,1
"38","Q1",33,21,"Phlox hoodii","N","N",0.349680117394631,0.189818776940513,2,1,0,1
"69","Q1",34,73,"Phlox hoodii","N","N",0.358053943776549,0.203793749480221,3,1,0,1
"104","Q1",35,122,"Phlox hoodii","N","N",0.395411734367841,0.229460322517494,1,1,0,2
"105","Q1",35,123,"Phlox hoodii","N","N",0.363531006942841,0.178903506679146,4,1,0,1
"154","Q1",36,96,"Phlox hoodii","N","N",0.389874011034864,0.219357096859353,2,1,0,2
"155","Q1",36,97,"Phlox hoodii","N","N",0.325155552999262,0.168316885349571,5,1,0,1
"156","Q1",36,98,"Phlox hoodii","N","N",0.403523287575714,0.160462322914267,1,0,0,3
"197","Q1",37,90,"Phlox hoodii","N","N",0.383833474504991,0.225875675453071,3,0,0,2
"198","Q1",37,91,"Phlox hoodii","N","N",0.353854000456576,0.187985350037363,6,1,0,1
"237","Q1",38,93,"Phlox hoodii","N","N",0.344522961157146,0.191887061484806,7,1,0,1
"276","Q1",39,73,"Phlox hoodii","N","N",0.354734787116083,0.197768120057495,8,1,0,1
"311","Q1",40,87,"Phlox hoodii","N","N",0.339976917136473,0.192000186868891,9,1,0,1
"347","Q1",41,98,"Phlox hoodii","N","N",0.312154412704127,0.196332160015022,1,0,0,4
"348","Q1",41,99,"Phlox hoodii","N","N",0.327753774840589,0.174405039785107,10,1,0,1
"349","Q1",41,100,"Phlox hoodii","N","N",0.368570694131854,0.220946120174782,1,1,0,5
"387","Q1",42,107,"Phlox hoodii","N","N",0.376442925666178,0.219768886457765,2,0,0,5
"395","Q1",42,115,"Phlox hoodii","N","N",0.326022838556002,0.178754386818987,11,0,0,1
"407","Q1",45,58,"Phlox hoodii","N","N",0.11070429260619,0.551250214891481,1,0,0,6
"420","Q1",45,71,"Phlox hoodii","N","N",0.320838300614393,0.180882081734048,1,0,0,7
"423","Q1",45,74,"Phlox hoodii","N","N",0.331126300623974,0.203387081755008,1,0,0,8
"16647","Q10",30,9,"Phlox hoodii","N","N",0.098318550407155,0.659936691555203,1,0,0,1
"16648","Q10",30,10,"Phlox hoodii","N","N",0.027451589403655,0.642219949351202,1,1,0,2
"16649","Q10",30,11,"Phlox hoodii","N","N",0.046940003484305,0.711315238478053,1,0,0,3
"16650","Q10",30,12,"Phlox hoodii","N","N",0.138476495757055,0.608558144632352,1,1,0,4
"16694","Q10",30,56,"Phlox hoodii","N","N",0.350372761579398,0.037621448788126,1,1,0,5
"16702","Q10",30,64,"Phlox hoodii","N","N",0.251304542737134,0.492617402336875,1,1,0,6
"16703","Q10",30,65,"Phlox hoodii","N","N",0.042628237855289,0.537004347690712,1,0,0,7
"16746","Q10",31,43,"Phlox hoodii","N","N",0.252576121885356,0.490869344060483,2,1,0,6
"16747","Q10",31,44,"Phlox hoodii","N","N",0.127203734833107,0.621171891159247,2,1,0,4
"16748","Q10",31,45,"Phlox hoodii","N","N",0.025676898524816,0.656630489320735,2,0,0,2
"16749","Q10",31,46,"Phlox hoodii","N","N",0.33186367309677,0.054678440635557,2,1,0,5
"16778","Q10",32,29,"Phlox hoodii","N","N",0.101470582489117,0.61974948939237,3,1,0,4
"16780","Q10",32,31,"Phlox hoodii","N","N",0.328354435266488,0.056920807129136,3,1,0,5
"16831","Q10",33,51,"Phlox hoodii","N","N",0.105344119724246,0.630628314483098,4,1,0,4
"16832","Q10",33,52,"Phlox hoodii","N","N",0.257564046120378,0.512524234670063,4,1,1,6
